movieId,rating_count,rating_mean
1,68469,3.8866494325899312
2,27143,3.246582912721512
3,15585,3.173981392364453
4,2989,2.874539979926397
5,15474,3.0772909396406876
6,28683,3.8442108566049575
7,15301,3.371348277890334
8,1539,3.122482131254061
9,4449,3.007529781973477
10,33086,3.431632714743396
11,19669,3.660277594183741
12,4524,2.6696507515473034
13,1952,3.3396516393442623
14,6838,3.4289997075168177
15,3154,2.730976537729867
16,21165,3.8023623907394284
17,24552,3.9501262626262625
18,6255,3.41207034372502
19,24913,2.6420142094488823
20,4658,2.894482610562473
21,25699,3.5683684190046305
22,11136,3.301140445402299
23,4871,3.158796961609526
24,9191,3.1793058426721794
25,24841,3.6667605973994606
26,3028,3.6101387054161163
27,1876,3.425106609808102
28,3424,4.036360981308412
29,10024,3.9187948922585796
30,1361,3.6366642174871417
31,11802,3.237586849686494
32,54846,3.8901925391095067
33,72,3.0555555555555554
34,35903,3.613834498509874
35,1572,3.4987277353689565
36,23955,3.928762262575663
37,89,2.960674157303371
38,712,2.912921348314607
39,29422,3.416287132078037
40,945,3.6481481481481484
41,5082,3.849862258953168
42,2620,3.0482824427480915
43,2667,3.4662542182227223
44,13098,2.631852191174225
45,9719,3.3727235312274924
46,3334,3.2685962807438513
47,55240,4.071687183200579
48,16358,2.9631678689326324
49,268,3.5671641791044775
50,62180,4.291958829205532
51,35,2.6
52,10398,3.5328909405654936
53,161,3.6956521739130435
54,1064,2.848684210526316
55,978,3.2254601226993866
56,83,2.0602409638554215
57,2530,3.3223320158102765
58,13388,3.964109650433224
59,205,3.604878048780488
60,7601,3.0712406262333904
61,2465,3.3363083164300202
62,23359,3.7467143285243374
63,2744,3.121537900874636
64,2192,2.8378193430656933
65,5837,2.3990919993147166
66,2586,2.1608662026295438
67,176,3.352272727272727
68,1318,3.4540971168437027
69,5217,3.5508913168487637
70,15821,3.315466784653309
71,1366,2.3543191800878476
72,1334,3.484632683658171
73,3436,3.794383003492433
74,3833,3.297678058961649
75,603,2.451077943615257
76,3726,3.018652710681696
77,229,3.441048034934498
78,1284,3.170171339563863
79,6341,3.1604636492666773
80,603,3.728026533996683
81,3449,3.2684836184401274
82,2724,4.012848751835536
83,617,3.6491085899513775
84,167,3.3802395209580838
85,2834,3.5389908256880735
86,4606,3.4867564046895354
87,1112,2.410521582733813
88,5907,3.127221940071102
89,3489,3.1335626253940956
90,226,3.338495575221239
92,2462,2.851949634443542
93,2183,2.51099404489235
94,4383,3.5317134382842803
95,25847,3.1095484969242078
96,514,3.690661478599222
97,2848,3.987710674157303
98,91,2.6538461538461537
99,769,3.1085825747724316
100,4451,3.230622332060211
101,4953,3.7732687260246314
102,2142,2.4271708683473388
103,1209,3.270471464019851
104,22247,3.3942778801636178
105,11284,3.3287841191067
106,140,3.407142857142857
107,8122,3.196195518345235
108,136,3.036764705882353
109,18,2.3333333333333335
110,68803,4.008480734851678
111,32885,4.086422381024783
112,13417,3.398412461802191
113,1158,3.1252158894645943
114,256,3.62890625
115,52,3.394230769230769
116,1046,3.9149139579349903
117,1314,3.5878995433789953
118,1177,3.0114698385726424
119,272,2.795955882352941
120,168,2.8839285714285716
121,861,3.7357723577235773
122,4095,2.862026862026862
123,2866,3.98831123517097
124,342,3.491228070175439
125,3679,3.739739059527045
126,1543,2.3447828904731045
127,52,3.2211538461538463
128,80,3.475
129,201,3.171641791044776
130,47,3.24468085106383
131,198,3.3055555555555554
132,2210,2.7694570135746606
133,21,2.5
134,37,3.635135135135135
135,7737,2.99909525655939
136,108,3.564814814814815
137,242,3.3016528925619837
138,149,3.278523489932886
139,48,3.1041666666666665
140,5649,3.308727208355461
141,26041,3.5209477362620483
142,43,3.058139534883721
143,16,2.1875
144,4675,3.465668449197861
145,15321,3.275243130343972
146,626,2.8961661341853033
147,5088,3.601513364779874
148,374,2.907754010695187
149,1140,3.687280701754386
150,58665,3.8843006903605217
151,13600,3.523970588235294
152,708,3.093926553672316
153,38647,2.9020622558025204
154,3309,3.7960108794197644
155,1321,3.39553368660106
156,1757,3.532726237905521
157,2768,2.79353323699422
158,15876,2.890463592844545
159,2478,3.414043583535109
160,15995,2.6060331353547985
161,26316,3.7451930384556924
162,6547,3.9871696960439897
163,17167,3.4313217219083123
164,4608,3.4602864583333335
165,41244,3.5077587042963825
166,742,2.839622641509434
167,84,3.1904761904761907
168,13746,3.063582132984141
169,4062,2.2968980797636633
170,9574,3.2206496762063925
171,1465,3.5982935153583617
172,14458,2.752074975791949
173,17131,2.5393730663709064
174,2226,2.4490116801437556
175,5783,3.5235172056026283
176,2486,3.846942880128721
177,2410,2.8941908713692945
178,520,3.3798076923076925
179,1272,2.7476415094339623
180,9727,3.56965148555567
181,3001,1.9860046651116294
182,718,3.0807799442896937
183,640,3.35703125
184,349,3.108882521489971
185,26803,3.1189419094877437
186,13063,2.8698997167572533
187,987,3.451367781155015
188,2707,3.3308090136682673
189,343,3.007288629737609
190,1035,3.582608695652174
191,1864,2.688841201716738
192,86,3.0232558139534884
193,8937,2.2499720264070717
194,6411,3.8396506005303386
195,3386,3.090667454223272
196,15361,2.8268992904107804
197,113,3.075221238938053
198,9919,3.418086500655308
199,1690,3.772781065088757
200,356,2.841292134831461
201,387,3.0322997416020674
202,477,3.061844863731656
203,6022,3.1590833610096314
204,9299,2.930745241423809
205,1380,3.505434782608696
206,1059,3.4745042492917846
207,6018,3.3692256563642404
208,31310,2.864803577131907
209,778,2.8219794344473006
210,502,2.883466135458167
211,608,3.585526315789474
212,482,2.559128630705394
213,2019,4.0242694403169885
214,1020,4.037254901960784
215,7226,3.9036119568225853
216,10663,3.2472568695489072
217,1072,2.7355410447761193
218,4431,3.2842473482283907
219,694,3.6080691642651295
220,312,2.4150641025641026
222,6311,3.5305022975756617
223,26772,3.8509450171821307
224,9139,3.4358244884560674
225,13432,3.286889517569982
226,48,2.6875
227,4851,3.06823335394764
228,487,2.6806981519507187
229,2545,3.5614931237721024
230,7873,3.5786866505779247
231,37823,2.9560056050551253
232,6538,4.022713368002448
233,3647,3.5249520153550864
234,3369,2.67453250222618
235,17741,3.658249253142438
236,13649,3.3063228075316875
237,6767,3.218412886064726
238,880,3.1653409090909093
239,4014,3.096537120079721
240,867,2.9013840830449826
241,597,3.020100502512563
242,1136,3.3943661971830985
243,482,2.5072614107883817
244,308,2.357142857142857
245,271,2.96309963099631
246,11485,4.0047888550282975
247,8344,3.8160953978906997
248,3264,3.0127144607843137
249,5232,3.668769113149847
250,1060,3.047169811320755
251,406,3.0381773399014778
252,10996,3.2092124408875953
253,31302,3.5052233084147977
254,652,2.8865030674846626
255,1127,2.277284826974268
256,11730,2.682011935208866
257,4010,3.409351620947631
258,1829,2.6344997266265717
259,2090,3.0669856459330145
260,81815,4.120454684348836
261,12058,3.59607729308343
262,5025,3.7602985074626867
263,411,3.732360097323601
264,175,3.3285714285714287
265,12650,3.9159683794466402
266,18160,3.50181718061674
267,4614,2.9094061551798873
268,757,3.3044914134742402
269,616,3.477272727272727
270,1365,3.1798534798534797
271,1314,3.3295281582952816
272,8404,3.7369704902427414
273,8384,3.1224952290076335
274,1288,2.8408385093167703
275,1630,2.7297546012269938
276,5740,2.981794425087108
277,11274,3.3896576193010466
278,1179,3.0224766751484307
279,958,3.6884133611691023
280,5339,3.715489792095898
281,4109,3.659406181552689
282,12425,3.392917505030181
283,249,3.0923694779116464
284,40,2.8
285,88,2.3693181818181817
286,114,2.013157894736842
287,334,3.2440119760479043
288,26413,3.2534547381971
289,3394,3.358721272834414
290,4302,3.986750348675035
291,715,2.3013986013986014
292,28986,3.4201166080176635
293,36504,4.087593140477756
294,866,3.172055427251732
295,479,2.8037578288100207
296,92406,4.173971387139363
297,273,3.108058608058608
298,258,3.5135658914728682
299,2740,3.7248175182481753
300,21807,3.6607282065391846
301,486,3.5113168724279835
302,1664,3.73828125
303,7893,3.0416825034841
304,750,3.1846666666666668
305,3541,2.7033323919796666
306,8470,4.05702479338843
307,7958,3.971726564463433
308,6026,3.8968635911052107
309,468,3.639957264957265
310,267,2.7827715355805243
311,86,2.738372093023256
312,1362,2.608663729809104
313,1471,3.0696804894629506
314,4314,3.85025498377376
315,12506,2.899848072924996
316,36996,3.370404908638772
317,17944,3.1316038787338387
318,97999,4.424188001918387
319,8191,3.751434501281895
320,334,3.25
321,963,3.7627206645898235
322,3144,3.678912213740458
324,488,3.6936475409836067
325,1098,2.6493624772313296
326,1494,4.084002677376171
327,8466,2.808528230569336
328,2616,3.16322629969419
329,30053,3.343942368482348
330,1608,2.8097014925373136
331,581,3.287435456110155
332,2280,2.775219298245614
333,13032,3.3553944137507674
334,1678,3.816746126340882
335,413,3.265133171912833
336,313,2.857827476038339
337,19633,3.7492741812254877
338,4925,2.99005076142132
339,25959,3.5079741130243844
340,1522,3.3728646517739818
341,413,3.5871670702179177
342,13487,3.4827241046934083
343,1011,2.666172106824926
344,45608,2.989431678652868
345,11795,3.62471386180585
346,1165,3.4257510729613734
347,1739,3.437032777458309
348,8563,3.6813032815602007
349,34547,3.6675977653631286
350,16960,3.465123820754717
351,3899,3.3044370351372145
352,1398,3.263948497854077
353,18091,3.5139848543474654
354,1275,3.1498039215686275
355,11784,2.4150967413441955
356,97040,4.056584913437757
357,30236,3.644628919169202
358,2367,3.249260667511618
359,286,3.291958041958042
360,2183,2.7308749427393497
361,5565,3.323719676549865
362,9088,3.3644916373239435
363,661,3.9886535552193645
364,47305,3.811425853503858
365,1968,3.1661585365853657
366,2952,2.9798441734417342
367,38699,3.1814000361766452
368,18954,3.4052178959586366
369,1146,3.305410122164049
370,16947,2.9668967958930783
371,4421,3.258199502375028
372,9198,3.260491411176343
373,3676,3.7748911860718173
374,6086,2.4427374301675977
375,262,3.2786259541984735
376,13206,3.29024685748902
377,46475,3.4866057019903174
378,2415,3.124430641821946
379,6547,2.7159767832595083
380,50864,3.501710443535703
381,5654,3.4036080650866642
382,6049,3.0438088940320713
383,5498,3.200345580210986
384,805,2.981366459627329
385,137,3.565693430656934
386,381,2.822834645669291
387,741,2.659919028340081
388,572,3.5533216783216783
389,212,3.490566037735849
390,919,3.424374319912949
391,441,3.1598639455782314
392,290,3.2896551724137932
393,2537,1.9203783996846668
394,143,3.367132867132867
395,18,2.861111111111111
396,36,2.513888888888889
397,105,2.1857142857142855
398,58,3.3706896551724137
399,12,2.2916666666666665
400,34,2.5588235294117645
401,22,3.0454545454545454
402,66,2.893939393939394
403,18,2.361111111111111
404,91,3.3241758241758244
405,3880,2.4545103092783505
406,69,3.079710144927536
407,2133,3.20182841068917
408,712,3.232443820224719
409,489,3.0439672801635993
410,20625,3.008339393939394
411,124,2.778225806451613
412,4850,3.5522680412371135
413,7033,2.8150149296175173
414,936,2.6153846153846154
415,3321,2.8136103583258056
416,1848,2.705357142857143
417,3406,3.517615971814445
418,712,2.699438202247191
419,5192,2.4916217257318953
420,16381,2.757157682681155
421,1918,3.2859749739311783
422,1476,3.230352303523035
423,2457,3.008343508343508
424,809,2.710754017305315
425,909,3.4697469746974696
426,3447,3.1144473455178416
427,3526,2.5398468519568915
428,5659,3.818519172998763
429,1586,2.3688524590163933
430,283,2.314487632508834
431,10741,3.7010985941718646
432,13948,2.7202107829079436
433,1281,2.916471506635441
434,27627,3.0671806566040467
435,15481,2.569116982107099
436,1328,2.623117469879518
437,1905,2.6026246719160104
438,1108,2.70442238267148
439,65,2.6846153846153844
440,20214,3.596739883249233
441,9842,3.6821276163381427
442,20711,3.0516875090531603
443,623,3.3386837881219904
444,1354,2.4254062038404727
445,1993,2.8830908178625188
446,3991,3.8933851165121522
447,228,2.5219298245614037
448,3137,3.551322919987249
449,714,3.455182072829132
450,3103,3.353689977441186
451,659,3.0523520485584217
452,1227,3.558679706601467
453,991,3.1044399596367307
454,27660,3.5012111352133046
455,10071,2.6077350809254294
456,1011,3.8249258160237387
457,58031,3.979976219606762
458,1089,3.148301193755739
459,1200,2.779166666666667
460,956,2.4293933054393304
461,930,3.3446236559139786
462,210,2.6285714285714286
463,432,2.810185185185185
464,3387,2.9230882787127253
465,769,3.264629388816645
466,15391,2.920115652004418
467,806,3.4274193548387095
468,8115,3.308441158348737
469,1375,3.2821818181818183
470,511,2.142857142857143
471,12308,3.652908677283068
472,747,2.8768406961178044
473,1475,2.3213559322033896
474,20306,3.719738008470403
475,10352,3.903062210200927
